No.,POLE_NAME,Link Providor,POLE_DESCRIPTION,LAT,LON,CAMERA_NAME,CAMERA_DESCRIPTION,DISTRICT,NVR_IP,nvr_type,NVR_PORT,RTC_ZONE,RTC_PORT,RTC_IP,NVR_CHANNEL_ID,NVR,API,MONITORING_TYPE,NVR_USERNAME,NVR_PASSWORD,NVR RTSP MAIN,NVR RTSP MAIN SUB,LOCATION_ID,THING_ID,FEATUREOFINTEREST_ID,SENSOR_ID,DATASTREAM_ID (Live),,,,check_lat,ckeck_long,check_errornew
148,CM1-KP-074,NT,27. ชุมชนหมู่บ้านรัชธานี แขวงคลองจั่น (1),13.7986,100.624,CM1-KP-074-C03,27. ชุมชนหมู่บ้านรัชธานี แขวงคลองจั่น (1)-CAM3,บางกะปิ,10.81.9.62,554,NVR,CCTV-SYMC-RTC-07,1928,10.94.12.178,3,Dahua,Dahua-API,api,BMA,Bma@1234,rtsp://BMA:Bma@1234@10.81.9.62:554/cam/realmonitor?channel=3&subtype=0,rtsp://BMA:Bma@1234@10.81.9.62:554/cam/realmonitor?channel=3&subtype=1,,,,,,Error  H265 => H264,#N/A,,FALSE,FALSE,Error  H265 => H264
157,CM1-KP-074,NT,27. ชุมชนหมู่บ้านรัชธานี แขวงคลองจั่น (1),13.7986,100.624,CM1-KP-074-C04,27. ชุมชนหมู่บ้านรัชธานี แขวงคลองจั่น (1)-CAM4,บางกะปิ,10.81.9.62,554,NVR,CCTV-SYMC-RTC-07,1937,10.94.12.178,4,Dahua,Dahua-API,api,BMA,Bma@1234,rtsp://BMA:Bma@1234@10.81.9.62:554/cam/realmonitor?channel=4&subtype=0,rtsp://BMA:Bma@1234@10.81.9.62:554/cam/realmonitor?channel=4&subtype=1,,,,,,Error  H265 => H264,#N/A,,FALSE,FALSE,Error  H265 => H264
166,CM1-KP-075,NT,28. ชุมชนหมู่บ้านรัชธานี แขวงคลองจั่น (2),13.7989,100.627,CM1-KP-075-C01,28. ชุมชนหมู่บ้านรัชธานี แขวงคลองจั่น (2)-CAM1,บางกะปิ,10.81.9.94,554,NVR,CCTV-SYMC-RTC-07,1906,10.94.12.178,1,Dahua,Dahua-API,api,BMA,Bma@1234,rtsp://BMA:Bma@1234@10.81.9.94:554/cam/realmonitor?channel=1&subtype=0,rtsp://BMA:Bma@1234@10.81.9.94:554/cam/realmonitor?channel=1&subtype=1,,,,,,Error  H265 => H264,#N/A,,FALSE,FALSE,Error  H265 => H264
95,CM1-KP-075,NT,28. ชุมชนหมู่บ้านรัชธานี แขวงคลองจั่น (2),13.7989,100.627,CM1-KP-075-C02,28. ชุมชนหมู่บ้านรัชธานี แขวงคลองจั่น (2)-CAM2,บางกะปิ,10.81.9.94,554,NVR,CCTV-SYMC-RTC-07,1915,10.94.12.178,2,Dahua,Dahua-API,api,BMA,Bma@1234,rtsp://BMA:Bma@1234@10.81.9.94:554/cam/realmonitor?channel=2&subtype=0,rtsp://BMA:Bma@1234@10.81.9.94:554/cam/realmonitor?channel=2&subtype=1,,,,,,Error  H265 => H264,#N/A,,FALSE,FALSE,Error  H265 => H264
104,CM1-KP-075,NT,28. ชุมชนหมู่บ้านรัชธานี แขวงคลองจั่น (2),13.7989,100.627,CM1-KP-075-C03,28. ชุมชนหมู่บ้านรัชธานี แขวงคลองจั่น (2)-CAM3,บางกะปิ,10.81.9.94,554,NVR,CCTV-SYMC-RTC-07,1924,10.94.12.178,3,Dahua,Dahua-API,api,BMA,Bma@1234,rtsp://BMA:Bma@1234@10.81.9.94:554/cam/realmonitor?channel=3&subtype=0,rtsp://BMA:Bma@1234@10.81.9.94:554/cam/realmonitor?channel=3&subtype=1,,,,,,Error  H265 => H264,#N/A,,FALSE,FALSE,Error  H265 => H264
113,CM1-KP-075,NT,28. ชุมชนหมู่บ้านรัชธานี แขวงคลองจั่น (2),13.7989,100.627,CM1-KP-075-C04,28. ชุมชนหมู่บ้านรัชธานี แขวงคลองจั่น (2)-CAM4,บางกะปิ,10.81.9.94,554,NVR,CCTV-SYMC-RTC-07,1933,10.94.12.178,4,Dahua,Dahua-API,api,BMA,Bma@1234,rtsp://BMA:Bma@1234@10.81.9.94:554/cam/realmonitor?channel=4&subtype=0,rtsp://BMA:Bma@1234@10.81.9.94:554/cam/realmonitor?channel=4&subtype=1,,,,,,Error  H265 => H264,#N/A,,FALSE,FALSE,Error  H265 => H264
122,CM1-KP-077,NT,การเคหะคลองจั่น หลัง 30,13.7683,100.65,CM1-KP-077-C01,การเคหะคลองจั่น หลัง 30-CAM1,บางกะปิ,10.81.9.158,554,NVR,CCTV-SYMC-RTC-07,1902,10.94.12.178,1,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.81.9.158:554/Streaming/channels/101,rtsp://admin:12345@10.81.9.158:554/Streaming/channels/102,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
131,CM1-KP-077,NT,การเคหะคลองจั่น หลัง 30,13.7683,100.65,CM1-KP-077-C02,การเคหะคลองจั่น หลัง 30-CAM2,บางกะปิ,10.81.9.158,554,NVR,CCTV-SYMC-RTC-07,1911,10.94.12.178,2,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.81.9.158:554/Streaming/channels/201,rtsp://admin:12345@10.81.9.158:554/Streaming/channels/202,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
140,CM1-KP-077,NT,การเคหะคลองจั่น หลัง 30,13.7683,100.65,CM1-KP-077-C03,การเคหะคลองจั่น หลัง 30-CAM3,บางกะปิ,10.81.9.158,554,NVR,CCTV-SYMC-RTC-07,1920,10.94.12.178,3,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.81.9.158:554/Streaming/channels/301,rtsp://admin:12345@10.81.9.158:554/Streaming/channels/302,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
149,CM1-KP-077,NT,การเคหะคลองจั่น หลัง 30,13.7683,100.65,CM1-KP-077-C04,การเคหะคลองจั่น หลัง 30-CAM4,บางกะปิ,10.81.9.158,554,NVR,CCTV-SYMC-RTC-07,1929,10.94.12.178,4,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.81.9.158:554/Streaming/channels/401,rtsp://admin:12345@10.81.9.158:554/Streaming/channels/402,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
158,CM1-KP-099,NT,12. การเคหะคลองจั่น หลัง 11,13.7722,100.652,CM1-KP-099-C01,12. การเคหะคลองจั่น หลัง 11-CAM1,บางกะปิ,10.81.12.94,554,NVR,CCTV-SYMC-RTC-07,1938,10.94.12.178,1,Dahua,Dahua-API,api,BMA,Bma@1234,rtsp://BMA:Bma@1234@10.81.12.94:554/cam/realmonitor?channel=1&subtype=0,rtsp://BMA:Bma@1234@10.81.12.94:554/cam/realmonitor?channel=1&subtype=1,,,,,,Error  H265 => H264,#N/A,,FALSE,FALSE,Error  H265 => H264
167,CM1-KP-099,NT,12. การเคหะคลองจั่น หลัง 11,13.7722,100.652,CM1-KP-099-C02,12. การเคหะคลองจั่น หลัง 11-CAM2,บางกะปิ,10.81.12.94,554,NVR,CCTV-SYMC-RTC-07,1907,10.94.12.178,2,Dahua,Dahua-API,api,BMA,Bma@1234,rtsp://BMA:Bma@1234@10.81.12.94:554/cam/realmonitor?channel=2&subtype=0,rtsp://BMA:Bma@1234@10.81.12.94:554/cam/realmonitor?channel=2&subtype=1,,,,,,Error  H265 => H264,#N/A,,FALSE,FALSE,Error  H265 => H264
176,CM1-KP-099,NT,12. การเคหะคลองจั่น หลัง 11,13.7722,100.652,CM1-KP-099-C03,12. การเคหะคลองจั่น หลัง 11-CAM3,บางกะปิ,10.81.12.94,554,NVR,CCTV-SYMC-RTC-07,1916,10.94.12.178,3,Dahua,Dahua-API,api,BMA,Bma@1234,rtsp://BMA:Bma@1234@10.81.12.94:554/cam/realmonitor?channel=3&subtype=0,rtsp://BMA:Bma@1234@10.81.12.94:554/cam/realmonitor?channel=3&subtype=1,,,,,,Error  H265 => H264,#N/A,,FALSE,FALSE,Error  H265 => H264
105,CM1-KP-099,NT,12. การเคหะคลองจั่น หลัง 11,13.7722,100.652,CM1-KP-099-C04,12. การเคหะคลองจั่น หลัง 11-CAM4,บางกะปิ,10.81.12.94,554,NVR,CCTV-SYMC-RTC-07,1925,10.94.12.178,4,Dahua,Dahua-API,api,BMA,Bma@1234,rtsp://BMA:Bma@1234@10.81.12.94:554/cam/realmonitor?channel=4&subtype=0,rtsp://BMA:Bma@1234@10.81.12.94:554/cam/realmonitor?channel=4&subtype=1,,,,,,Error  H265 => H264,#N/A,,FALSE,FALSE,Error  H265 => H264
114,CM1-KP-119,NT,2. หน้าศูนย์การค้าตะวันนา ถนนลาดพร้าว,13.768,100.641,CM1-KP-119-C01,2. หน้าศูนย์การค้าตะวันนา ถนนลาดพร้าว-CAM1,บางกะปิ,10.81.14.222,554,NVR,CCTV-SYMC-RTC-07,1934,10.94.12.178,1,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.81.14.222:554/Streaming/channels/101,rtsp://admin:12345@10.81.14.222:554/Streaming/channels/102,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
123,CM1-KP-119,NT,2. หน้าศูนย์การค้าตะวันนา ถนนลาดพร้าว,13.768,100.641,CM1-KP-119-C02,2. หน้าศูนย์การค้าตะวันนา ถนนลาดพร้าว-CAM2,บางกะปิ,10.81.14.222,554,NVR,CCTV-SYMC-RTC-07,1903,10.94.12.178,2,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.81.14.222:554/Streaming/channels/201,rtsp://admin:12345@10.81.14.222:554/Streaming/channels/202,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
132,CM1-KP-119,NT,2. หน้าศูนย์การค้าตะวันนา ถนนลาดพร้าว,13.768,100.641,CM1-KP-119-C03,2. หน้าศูนย์การค้าตะวันนา ถนนลาดพร้าว-CAM3,บางกะปิ,10.81.14.222,554,NVR,CCTV-SYMC-RTC-07,1912,10.94.12.178,3,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.81.14.222:554/Streaming/channels/301,rtsp://admin:12345@10.81.14.222:554/Streaming/channels/302,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
141,CM1-KP-119,NT,2. หน้าศูนย์การค้าตะวันนา ถนนลาดพร้าว,13.768,100.641,CM1-KP-119-C04,2. หน้าศูนย์การค้าตะวันนา ถนนลาดพร้าว-CAM4,บางกะปิ,10.81.14.222,554,NVR,CCTV-SYMC-RTC-07,1921,10.94.12.178,4,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.81.14.222:554/Streaming/channels/401,rtsp://admin:12345@10.81.14.222:554/Streaming/channels/402,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
150,CM1-KP-122,NT,ซอยโพธิ์แก้ว ตัดซอยบ่อปลา,13.7987,100.639,CM1-KP-122-C01,ซอยโพธิ์แก้ว ตัดซอยบ่อปลา-CAM1,บางกะปิ,10.81.15.62,554,NVR,CCTV-SYMC-RTC-07,1930,10.94.12.178,1,Hikvision,Hikvision-API,api,admin,vss12345,rtsp://admin:vss12345@10.81.15.62:554/Streaming/channels/101,rtsp://admin:vss12345@10.81.15.62:554/Streaming/channels/102,,,,,,user หรือ password ผิด,#N/A,,FALSE,FALSE,user หรือ password ผิด
159,CM1-KP-122,NT,ซอยโพธิ์แก้ว ตัดซอยบ่อปลา,13.7987,100.639,CM1-KP-122-C02,ซอยโพธิ์แก้ว ตัดซอยบ่อปลา-CAM2,บางกะปิ,10.81.15.62,554,NVR,CCTV-SYMC-RTC-07,1939,10.94.12.178,2,Hikvision,Hikvision-API,api,admin,vss12345,rtsp://admin:vss12345@10.81.15.62:554/Streaming/channels/201,rtsp://admin:vss12345@10.81.15.62:554/Streaming/channels/202,,,,,,user หรือ password ผิด,#N/A,,FALSE,FALSE,user หรือ password ผิด
168,CM1-KP-122,NT,ซอยโพธิ์แก้ว ตัดซอยบ่อปลา,13.7987,100.639,CM1-KP-122-C03,ซอยโพธิ์แก้ว ตัดซอยบ่อปลา-CAM3,บางกะปิ,10.81.15.62,554,NVR,CCTV-SYMC-RTC-07,1908,10.94.12.178,3,Hikvision,Hikvision-API,api,admin,vss12345,rtsp://admin:vss12345@10.81.15.62:554/Streaming/channels/301,rtsp://admin:vss12345@10.81.15.62:554/Streaming/channels/302,,,,,,user หรือ password ผิด,#N/A,,FALSE,FALSE,user หรือ password ผิด
177,CM1-KP-122,NT,ซอยโพธิ์แก้ว ตัดซอยบ่อปลา,13.7987,100.639,CM1-KP-122-C04,ซอยโพธิ์แก้ว ตัดซอยบ่อปลา-CAM4,บางกะปิ,10.81.15.62,554,NVR,CCTV-SYMC-RTC-07,1917,10.94.12.178,4,Hikvision,Hikvision-API,api,admin,vss12345,rtsp://admin:vss12345@10.81.15.62:554/Streaming/channels/401,rtsp://admin:vss12345@10.81.15.62:554/Streaming/channels/402,,,,,,user หรือ password ผิด,#N/A,,FALSE,FALSE,user หรือ password ผิด
185,CM1-KP-129,NT,12. ห้างโลตัส (บางกะปิ),13.767,100.644,CM1-KP-129-C01,12. ห้างโลตัส (บางกะปิ)-CAM1,บางกะปิ,10.81.16.30,554,NVR,CCTV-SYMC-RTC-07,1925,10.94.12.178,1,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.81.16.30:554/Streaming/channels/101,rtsp://admin:12345@10.81.16.30:554/Streaming/channels/102,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
115,CM1-KP-129,NT,12. ห้างโลตัส (บางกะปิ),13.767,100.644,CM1-KP-129-C02,12. ห้างโลตัส (บางกะปิ)-CAM2,บางกะปิ,10.81.16.30,554,NVR,CCTV-SYMC-RTC-07,1935,10.94.12.178,2,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.81.16.30:554/Streaming/channels/201,rtsp://admin:12345@10.81.16.30:554/Streaming/channels/202,,,,,,ปกติ,#N/A,,FALSE,FALSE,Error อื่นๆ
124,CM1-KP-129,NT,12. ห้างโลตัส (บางกะปิ),13.767,100.644,CM1-KP-129-C03,12. ห้างโลตัส (บางกะปิ)-CAM3,บางกะปิ,10.81.16.30,554,NVR,CCTV-SYMC-RTC-07,1904,10.94.12.178,3,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.81.16.30:554/Streaming/channels/301,rtsp://admin:12345@10.81.16.30:554/Streaming/channels/302,,,,,,ปกติ,#N/A,,FALSE,FALSE,Error อื่นๆ
133,CM1-KP-129,NT,12. ห้างโลตัส (บางกะปิ),13.767,100.644,CM1-KP-129-C04,12. ห้างโลตัส (บางกะปิ)-CAM4,บางกะปิ,10.81.16.30,554,NVR,CCTV-SYMC-RTC-07,1913,10.94.12.178,4,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.81.16.30:554/Streaming/channels/401,rtsp://admin:12345@10.81.16.30:554/Streaming/channels/402,,,,,,ปกติ,#N/A,,FALSE,FALSE,Error อื่นๆ
691,CM1-KW-001,NT,จุดกลับรถสำนักงานเขตคลองสามวา ถนนเลียบคลองสอง,13.8604,100.705,CM1-KW-001-C01,จุดกลับรถสำนักงานเขตคลองสามวา ถนนเลียบคลองสอง-CAM1,คลองสามวา,10.80.230.30,554,NVR,CCTV-SYMC-RTC-07,1920,10.94.12.178,1,Dahua,Dahua-API,api,admin,12345,rtsp://admin:12345@10.80.230.30:554/cam/realmonitor?channel=1&subtype=0,rtsp://admin:12345@10.80.230.30:554/cam/realmonitor?channel=1&subtype=1,,,,,,user หรือ password ผิด,#N/A,,FALSE,FALSE,user หรือ password ผิด
700,CM1-KW-001,NT,จุดกลับรถสำนักงานเขตคลองสามวา ถนนเลียบคลองสอง,13.8604,100.705,CM1-KW-001-C02,จุดกลับรถสำนักงานเขตคลองสามวา ถนนเลียบคลองสอง-CAM2,คลองสามวา,10.80.230.30,554,NVR,CCTV-SYMC-RTC-07,1929,10.94.12.178,2,Dahua,Dahua-API,api,admin,12345,rtsp://admin:12345@10.80.230.30:554/cam/realmonitor?channel=2&subtype=0,rtsp://admin:12345@10.80.230.30:554/cam/realmonitor?channel=2&subtype=1,,,,,,user หรือ password ผิด,#N/A,,FALSE,FALSE,user หรือ password ผิด
709,CM1-KW-001,NT,จุดกลับรถสำนักงานเขตคลองสามวา ถนนเลียบคลองสอง,13.8604,100.705,CM1-KW-001-C03,จุดกลับรถสำนักงานเขตคลองสามวา ถนนเลียบคลองสอง-CAM3,คลองสามวา,10.80.230.30,554,NVR,CCTV-SYMC-RTC-07,1938,10.94.12.178,3,Dahua,Dahua-API,api,admin,12345,rtsp://admin:12345@10.80.230.30:554/cam/realmonitor?channel=3&subtype=0,rtsp://admin:12345@10.80.230.30:554/cam/realmonitor?channel=3&subtype=1,,,,,,user หรือ password ผิด,#N/A,,FALSE,FALSE,user หรือ password ผิด
718,CM1-KW-001,NT,จุดกลับรถสำนักงานเขตคลองสามวา ถนนเลียบคลองสอง,13.8604,100.705,CM1-KW-001-C04,จุดกลับรถสำนักงานเขตคลองสามวา ถนนเลียบคลองสอง-CAM4,คลองสามวา,10.80.230.30,554,NVR,CCTV-SYMC-RTC-07,1907,10.94.12.178,4,Dahua,Dahua-API,api,admin,12345,rtsp://admin:12345@10.80.230.30:554/cam/realmonitor?channel=4&subtype=0,rtsp://admin:12345@10.80.230.30:554/cam/realmonitor?channel=4&subtype=1,,,,,,user หรือ password ผิด,#N/A,,FALSE,FALSE,user หรือ password ผิด
736,CM1-KW-004,NT,4.ซอยพระยาสุเรทร์ 35(ซอยโสมาภา),13.853,100.689,CM1-KW-004-C02,4.ซอยพระยาสุเรทร์ 35(ซอยโสมาภา)-CAM2,คลองสามวา,10.80.230.126,554,NVR,CCTV-SYMC-RTC-07,1925,10.94.12.178,2,Dahua,Dahua-API,api,BMA,Bma@1234,rtsp://BMA:Bma@1234@10.80.230.126:554/cam/realmonitor?channel=2&subtype=0,rtsp://BMA:Bma@1234@10.80.230.126:554/cam/realmonitor?channel=2&subtype=1,,,,,,Error อื่นๆ,#N/A,,FALSE,FALSE,Error อื่นๆ
665,CM1-KW-004,NT,4.ซอยพระยาสุเรทร์ 35(ซอยโสมาภา),13.853,100.689,CM1-KW-004-C03,4.ซอยพระยาสุเรทร์ 35(ซอยโสมาภา)-CAM3,คลองสามวา,10.80.230.126,554,NVR,CCTV-SYMC-RTC-07,1934,10.94.12.178,3,Dahua,Dahua-API,api,BMA,Bma@1234,rtsp://BMA:Bma@1234@10.80.230.126:554/cam/realmonitor?channel=3&subtype=0,rtsp://BMA:Bma@1234@10.80.230.126:554/cam/realmonitor?channel=3&subtype=1,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
674,CM1-KW-004,NT,4.ซอยพระยาสุเรทร์ 35(ซอยโสมาภา),13.853,100.689,CM1-KW-004-C04,4.ซอยพระยาสุเรทร์ 35(ซอยโสมาภา)-CAM4,คลองสามวา,10.80.230.126,554,NVR,CCTV-SYMC-RTC-07,1903,10.94.12.178,4,Dahua,Dahua-API,api,BMA,Bma@1234,rtsp://BMA:Bma@1234@10.80.230.126:554/cam/realmonitor?channel=4&subtype=0,rtsp://BMA:Bma@1234@10.80.230.126:554/cam/realmonitor?channel=4&subtype=1,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
746,CM1-KW-018,NT,9. ชุมชนมีนทองพัฒนา แขวงสามวาตะวันตก (1),13.9037,100.729,CM1-KW-018-C04,9. ชุมชนมีนทองพัฒนา แขวงสามวาตะวันตก (1)-CAM4,คลองสามวา,10.80.232.62,554,NVR,CCTV-SYMC-RTC-07,1935,10.94.12.178,4,Dahua,Dahua-API,api,BMA,Bma@1234,rtsp://BMA:Bma@1234@10.80.232.62:554/cam/realmonitor?channel=4&subtype=0,rtsp://BMA:Bma@1234@10.80.232.62:554/cam/realmonitor?channel=4&subtype=1,,,,,,Error  H265 => H264,#N/A,,FALSE,FALSE,Error  H265 => H264
693,CM1-KW-024,NT,ชุมชนหทัยราษฏร์ 31 (1),13.8365,100.72,CM1-KW-024-C03,ชุมชนหทัยราษฏร์ 31 (1)-CAM3,คลองสามวา,10.80.232.254,554,NVR,CCTV-SYMC-RTC-07,1922,10.94.12.178,3,Dahua,Dahua-API,api,admin,Bma@1234,rtsp://admin:Bma@1234@10.80.232.254:554/cam/realmonitor?channel=3&subtype=0,rtsp://admin:Bma@1234@10.80.232.254:554/cam/realmonitor?channel=3&subtype=1,,,,,,ใช้เวลาตอบสนองนานเกิน-pingไม่เจอ,#N/A,,FALSE,FALSE,ใช้เวลาตอบสนองนานเกิน-pingไม่เจอ
711,CM1-KW-025,NT,ชุมชนหทัยราษฏร์ 31 (2),13.8361,100.716,CM1-KW-025-C01,ชุมชนหทัยราษฏร์ 31 (2)-CAM1,คลองสามวา,10.80.233.30,554,NVR,CCTV-SYMC-RTC-07,1940,10.94.12.178,1,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.80.233.30:554/Streaming/channels/101,rtsp://admin:12345@10.80.233.30:554/Streaming/channels/102,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
720,CM1-KW-025,NT,ชุมชนหทัยราษฏร์ 31 (2),13.8361,100.716,CM1-KW-025-C02,ชุมชนหทัยราษฏร์ 31 (2)-CAM2,คลองสามวา,10.80.233.30,554,NVR,CCTV-SYMC-RTC-07,1909,10.94.12.178,2,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.80.233.30:554/Streaming/channels/201,rtsp://admin:12345@10.80.233.30:554/Streaming/channels/202,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
747,CM1-KW-031,NT,22. ชุมชนประชาสร้างสรรค์ (2),13.8818,100.744,CM1-KW-031-C01,22. ชุมชนประชาสร้างสรรค์ (2)-CAM1,คลองสามวา,10.80.233.222,554,NVR,CCTV-SYMC-RTC-07,1936,10.94.12.178,1,Dahua,Dahua-API,api,admin,Bma@1234,rtsp://admin:Bma@1234@10.80.233.222:554/cam/realmonitor?channel=1&subtype=0,rtsp://admin:Bma@1234@10.80.233.222:554/cam/realmonitor?channel=1&subtype=1,,,,,,Error อื่นๆ,#N/A,,FALSE,FALSE,Error อื่นๆ
756,CM1-KW-031,NT,22. ชุมชนประชาสร้างสรรค์ (2),13.8818,100.744,CM1-KW-031-C02,22. ชุมชนประชาสร้างสรรค์ (2)-CAM2,คลองสามวา,10.80.233.222,554,NVR,CCTV-SYMC-RTC-07,1905,10.94.12.178,2,Dahua,Dahua-API,api,admin,Bma@1234,rtsp://admin:Bma@1234@10.80.233.222:554/cam/realmonitor?channel=2&subtype=0,rtsp://admin:Bma@1234@10.80.233.222:554/cam/realmonitor?channel=2&subtype=1,,,,,,Error อื่นๆ,#N/A,,FALSE,FALSE,ปกติ
685,CM1-KW-031,NT,22. ชุมชนประชาสร้างสรรค์ (2),13.8818,100.744,CM1-KW-031-C03,22. ชุมชนประชาสร้างสรรค์ (2)-CAM3,คลองสามวา,10.80.233.222,554,NVR,CCTV-SYMC-RTC-07,1914,10.94.12.178,3,Dahua,Dahua-API,api,admin,Bma@1234,rtsp://admin:Bma@1234@10.80.233.222:554/cam/realmonitor?channel=3&subtype=0,rtsp://admin:Bma@1234@10.80.233.222:554/cam/realmonitor?channel=3&subtype=1,,,,,,Error  H265 => H264,#N/A,,FALSE,FALSE,Error  H265 => H264
694,CM1-KW-031,NT,22. ชุมชนประชาสร้างสรรค์ (2),13.8818,100.744,CM1-KW-031-C04,22. ชุมชนประชาสร้างสรรค์ (2)-CAM4,คลองสามวา,10.80.233.222,554,NVR,CCTV-SYMC-RTC-07,1923,10.94.12.178,4,Dahua,Dahua-API,api,admin,Bma@1234,rtsp://admin:Bma@1234@10.80.233.222:554/cam/realmonitor?channel=4&subtype=0,rtsp://admin:Bma@1234@10.80.233.222:554/cam/realmonitor?channel=4&subtype=1,,,,,,Error อื่นๆ,#N/A,,FALSE,FALSE,ปกติ
703,CM1-KW-032,NT,ชุมชนวังตาหนวดพัฒนา (1),13.8416,100.749,CM1-KW-032-C01,ชุมชนวังตาหนวดพัฒนา (1)-CAM1,คลองสามวา,10.80.233.254,554,NVR,CCTV-SYMC-RTC-07,1932,10.94.12.178,1,Hikvision,Hikvision-API,api,admin,admin1234,rtsp://admin:admin1234@10.80.233.254:554/Streaming/channels/101,rtsp://admin:admin1234@10.80.233.254:554/Streaming/channels/102,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
739,CM1-KW-035,NT,26. ชุมชนแป้นทองสัมพันธ์ (2),13.8969,100.722,CM1-KW-035-C01,26. ชุมชนแป้นทองสัมพันธ์ (2)-CAM1,คลองสามวา,10.80.234.94,554,NVR,CCTV-SYMC-RTC-07,1928,10.94.12.178,1,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.80.234.94:554/Streaming/channels/101,rtsp://admin:12345@10.80.234.94:554/Streaming/channels/102,,,,,,user หรือ password ผิด,#N/A,,FALSE,FALSE,user หรือ password ผิด
748,CM1-KW-035,NT,26. ชุมชนแป้นทองสัมพันธ์ (2),13.8969,100.722,CM1-KW-035-C02,26. ชุมชนแป้นทองสัมพันธ์ (2)-CAM2,คลองสามวา,10.80.234.94,554,NVR,CCTV-SYMC-RTC-07,1937,10.94.12.178,2,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.80.234.94:554/Streaming/channels/201,rtsp://admin:12345@10.80.234.94:554/Streaming/channels/202,,,,,,user หรือ password ผิด,#N/A,,FALSE,FALSE,user หรือ password ผิด
757,CM1-KW-035,NT,26. ชุมชนแป้นทองสัมพันธ์ (2),13.8969,100.722,CM1-KW-035-C03,26. ชุมชนแป้นทองสัมพันธ์ (2)-CAM3,คลองสามวา,10.80.234.94,554,NVR,CCTV-SYMC-RTC-07,1906,10.94.12.178,3,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.80.234.94:554/Streaming/channels/301,rtsp://admin:12345@10.80.234.94:554/Streaming/channels/302,,,,,,user หรือ password ผิด,#N/A,,FALSE,FALSE,user หรือ password ผิด
766,CM1-KW-035,NT,26. ชุมชนแป้นทองสัมพันธ์ (2),13.8969,100.722,CM1-KW-035-C04,26. ชุมชนแป้นทองสัมพันธ์ (2)-CAM4,คลองสามวา,10.80.234.94,554,NVR,CCTV-SYMC-RTC-07,1915,10.94.12.178,4,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.80.234.94:554/Streaming/channels/401,rtsp://admin:12345@10.80.234.94:554/Streaming/channels/402,,,,,,user หรือ password ผิด,#N/A,,FALSE,FALSE,user หรือ password ผิด
713,CM1-KW-036,NT,27. ชุมชนพร้อมใจพัฒนา (1),13.8986,100.735,CM1-KW-036-C03,27. ชุมชนพร้อมใจพัฒนา (1)-CAM3,คลองสามวา,10.80.234.126,554,NVR,CCTV-SYMC-RTC-07,1902,10.94.12.178,3,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.80.234.126:554/Streaming/channels/301,rtsp://admin:12345@10.80.234.126:554/Streaming/channels/302,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
731,CM1-KW-039,NT,30. ชุมชนพร้อมพัฒนา (2),13.9258,100.792,CM1-KW-039-C01,30. ชุมชนพร้อมพัฒนา (2)-CAM1,คลองสามวา,10.80.234.222,554,NVR,CCTV-SYMC-RTC-07,1920,10.94.12.178,1,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.80.234.222:554/Streaming/channels/101,rtsp://admin:12345@10.80.234.222:554/Streaming/channels/102,,,,,,user หรือ password ผิด,#N/A,,FALSE,FALSE,user หรือ password ผิด
