No.,POLE_NAME,Link Providor,POLE_DESCRIPTION,LAT,LON,CAMERA_NAME,CAMERA_DESCRIPTION,DISTRICT,NVR_IP,nvr_type,NVR_PORT,RTC_ZONE,RTC_PORT,RTC_IP,NVR_CHANNEL_ID,NVR,API,MONITORING_TYPE,NVR_USERNAME,NVR_PASSWORD,NVR RTSP MAIN,NVR RTSP MAIN SUB,LOCATION_ID,THING_ID,FEATUREOFINTEREST_ID,SENSOR_ID,DATASTREAM_ID (Live),,,,check_lat,ckeck_long,check_errornew
304,CM1-BS-054,NT,ซอยวงศ์สว่าง 11 (2),13.822370,100.515340,CM1-BS-054-C04,ซอยวงศ์สว่าง 11 (2)-CAM4,บางซื่อ,10.80.167.190,NVR,554,CCTV-SYMC-RTC-11,1908,10.94.12.210,4,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.80.167.190:554/Streaming/channels/401,rtsp://admin:12345@10.80.167.190:554/Streaming/channels/402,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
305,CM1-BS-055,NT,ข้างธนาคารอาคารสงเคราะห์ (1),13.819150,100.511990,CM1-BS-055-C01,ข้างธนาคารอาคารสงเคราะห์ (1)-CAM1,บางซื่อ,10.80.167.222,NVR,554,CCTV-SYMC-RTC-11,1909,10.94.12.210,1,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.80.167.222:554/Streaming/channels/101,rtsp://admin:12345@10.80.167.222:554/Streaming/channels/102,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
306,CM1-BS-055,NT,ข้างธนาคารอาคารสงเคราะห์ (1),13.819150,100.511990,CM1-BS-055-C02,ข้างธนาคารอาคารสงเคราะห์ (1)-CAM2,บางซื่อ,10.80.167.222,NVR,554,CCTV-SYMC-RTC-11,1910,10.94.12.210,2,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.80.167.222:554/Streaming/channels/201,rtsp://admin:12345@10.80.167.222:554/Streaming/channels/202,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
307,CM1-BS-055,NT,ข้างธนาคารอาคารสงเคราะห์ (1),13.819150,100.511990,CM1-BS-055-C03,ข้างธนาคารอาคารสงเคราะห์ (1)-CAM3,บางซื่อ,10.80.167.222,NVR,554,CCTV-SYMC-RTC-11,1911,10.94.12.210,3,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.80.167.222:554/Streaming/channels/301,rtsp://admin:12345@10.80.167.222:554/Streaming/channels/302,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
308,CM1-BS-055,NT,ข้างธนาคารอาคารสงเคราะห์ (1),13.819150,100.511990,CM1-BS-055-C04,ข้างธนาคารอาคารสงเคราะห์ (1)-CAM4,บางซื่อ,10.80.167.222,NVR,554,CCTV-SYMC-RTC-11,1912,10.94.12.210,4,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.80.167.222:554/Streaming/channels/401,rtsp://admin:12345@10.80.167.222:554/Streaming/channels/402,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
309,CM1-BS-056,NT,ข้างธนาคารอาคารสงเคราะห์ (2),13.819321,100.512037,CM1-BS-056-C01,ข้างธนาคารอาคารสงเคราะห์ (2)-CAM1,บางซื่อ,10.80.167.254,NVR,554,CCTV-SYMC-RTC-11,1913,10.94.12.210,1,Dahua,Dahua-API,api,admin,admin1234,rtsp://admin:admin1234@10.80.167.254:554/cam/realmonitor?channel=1&subtype=0,rtsp://admin:admin1234@10.80.167.254:554/cam/realmonitor?channel=1&subtype=1,,,,,,Error  H265 => H264,#N/A,,FALSE,FALSE,Error  H265 => H264
310,CM1-BS-056,NT,ข้างธนาคารอาคารสงเคราะห์ (2),13.819321,100.512037,CM1-BS-056-C02,ข้างธนาคารอาคารสงเคราะห์ (2)-CAM2,บางซื่อ,10.80.167.254,NVR,554,CCTV-SYMC-RTC-11,1914,10.94.12.210,2,Dahua,Dahua-API,api,admin,admin1234,rtsp://admin:admin1234@10.80.167.254:554/cam/realmonitor?channel=2&subtype=0,rtsp://admin:admin1234@10.80.167.254:554/cam/realmonitor?channel=2&subtype=1,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
311,CM1-BS-056,NT,ข้างธนาคารอาคารสงเคราะห์ (2),13.819321,100.512037,CM1-BS-056-C03,ข้างธนาคารอาคารสงเคราะห์ (2)-CAM3,บางซื่อ,10.80.167.254,NVR,554,CCTV-SYMC-RTC-11,1915,10.94.12.210,3,Dahua,Dahua-API,api,admin,admin1234,rtsp://admin:admin1234@10.80.167.254:554/cam/realmonitor?channel=3&subtype=0,rtsp://admin:admin1234@10.80.167.254:554/cam/realmonitor?channel=3&subtype=1,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
312,CM1-BS-056,NT,ข้างธนาคารอาคารสงเคราะห์ (2),13.819321,100.512037,CM1-BS-056-C04,ข้างธนาคารอาคารสงเคราะห์ (2)-CAM4,บางซื่อ,10.80.167.254,NVR,554,CCTV-SYMC-RTC-11,1916,10.94.12.210,4,Dahua,Dahua-API,api,admin,admin1234,rtsp://admin:admin1234@10.80.167.254:554/cam/realmonitor?channel=4&subtype=0,rtsp://admin:admin1234@10.80.167.254:554/cam/realmonitor?channel=4&subtype=1,,,,,,Error  H265 => H264,#N/A,,FALSE,FALSE,Error  H265 => H264
345,CM1-BS-058,NT,ชุมชนศรีบุญยืน (2),13.813530,100.523950,CM1-BS-058-C01,ชุมชนศรีบุญยืน (2)-CAM1,บางซื่อ,10.80.168.62,NVR,554,CCTV-SYMC-RTC-11,1917,10.94.12.210,1,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.80.168.62:554/Streaming/channels/101,rtsp://admin:12345@10.80.168.62:554/Streaming/channels/102,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
346,CM1-BS-058,NT,ชุมชนศรีบุญยืน (2),13.813530,100.523950,CM1-BS-058-C02,ชุมชนศรีบุญยืน (2)-CAM2,บางซื่อ,10.80.168.62,NVR,554,CCTV-SYMC-RTC-11,1918,10.94.12.210,2,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.80.168.62:554/Streaming/channels/201,rtsp://admin:12345@10.80.168.62:554/Streaming/channels/202,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
347,CM1-BS-058,NT,ชุมชนศรีบุญยืน (2),13.813530,100.523950,CM1-BS-058-C03,ชุมชนศรีบุญยืน (2)-CAM3,บางซื่อ,10.80.168.62,NVR,554,CCTV-SYMC-RTC-11,1919,10.94.12.210,3,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.80.168.62:554/Streaming/channels/301,rtsp://admin:12345@10.80.168.62:554/Streaming/channels/302,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
348,CM1-BS-058,NT,ชุมชนศรีบุญยืน (2),13.813530,100.523950,CM1-BS-058-C04,ชุมชนศรีบุญยืน (2)-CAM4,บางซื่อ,10.80.168.62,NVR,554,CCTV-SYMC-RTC-11,1920,10.94.12.210,4,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.80.168.62:554/Streaming/channels/401,rtsp://admin:12345@10.80.168.62:554/Streaming/channels/402,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
349,CM1-BS-059,NT,ชุมชนสะพานไม้ (1),13.817290,100.535750,CM1-BS-059-C01,ชุมชนสะพานไม้ (1)-CAM1,บางซื่อ,10.80.168.94,NVR,554,CCTV-SYMC-RTC-11,1921,10.94.12.210,1,Hikvision,Hikvision-API,api,admin,admin@1234,rtsp://admin:admin@1234@10.80.168.94:554/Streaming/channels/101,rtsp://admin:admin@1234@10.80.168.94:554/Streaming/channels/102,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
350,CM1-BS-059,NT,ชุมชนสะพานไม้ (1),13.817290,100.535750,CM1-BS-059-C02,ชุมชนสะพานไม้ (1)-CAM2,บางซื่อ,10.80.168.94,NVR,554,CCTV-SYMC-RTC-11,1922,10.94.12.210,2,Hikvision,Hikvision-API,api,admin,admin@1234,rtsp://admin:admin@1234@10.80.168.94:554/Streaming/channels/201,rtsp://admin:admin@1234@10.80.168.94:554/Streaming/channels/202,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
351,CM1-BS-059,NT,ชุมชนสะพานไม้ (1),13.817290,100.535750,CM1-BS-059-C03,ชุมชนสะพานไม้ (1)-CAM3,บางซื่อ,10.80.168.94,NVR,554,CCTV-SYMC-RTC-11,1923,10.94.12.210,3,Hikvision,Hikvision-API,api,admin,admin@1234,rtsp://admin:admin@1234@10.80.168.94:554/Streaming/channels/301,rtsp://admin:admin@1234@10.80.168.94:554/Streaming/channels/302,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
352,CM1-BS-059,NT,ชุมชนสะพานไม้ (1),13.817290,100.535750,CM1-BS-059-C04,ชุมชนสะพานไม้ (1)-CAM4,บางซื่อ,10.80.168.94,NVR,554,CCTV-SYMC-RTC-11,1924,10.94.12.210,4,Hikvision,Hikvision-API,api,admin,admin@1234,rtsp://admin:admin@1234@10.80.168.94:554/Streaming/channels/401,rtsp://admin:admin@1234@10.80.168.94:554/Streaming/channels/402,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
325,CM1-BS-060,NT,ชุมชนสะพานไม้ (2),13.817810,100.535970,CM1-BS-060-C01,ชุมชนสะพานไม้ (2)-CAM1,บางซื่อ,10.80.168.126,NVR,554,CCTV-SYMC-RTC-11,1925,10.94.12.210,1,Dahua,Dahua-API,api,admin,admin@12345,rtsp://admin:admin@12345@10.80.168.126:554/cam/realmonitor?channel=1&subtype=0,rtsp://admin:admin@12345@10.80.168.126:554/cam/realmonitor?channel=1&subtype=1,,,,,,Error  H265 => H264,#N/A,,FALSE,FALSE,Error  H265 => H264
326,CM1-BS-060,NT,ชุมชนสะพานไม้ (2),13.817810,100.535970,CM1-BS-060-C02,ชุมชนสะพานไม้ (2)-CAM2,บางซื่อ,10.80.168.126,NVR,554,CCTV-SYMC-RTC-11,1926,10.94.12.210,2,Dahua,Dahua-API,api,admin,admin@12345,rtsp://admin:admin@12345@10.80.168.126:554/cam/realmonitor?channel=2&subtype=0,rtsp://admin:admin@12345@10.80.168.126:554/cam/realmonitor?channel=2&subtype=1,,,,,,Error  H265 => H264,#N/A,,FALSE,FALSE,Error  H265 => H264
327,CM1-BS-060,NT,ชุมชนสะพานไม้ (2),13.817810,100.535970,CM1-BS-060-C03,ชุมชนสะพานไม้ (2)-CAM3,บางซื่อ,10.80.168.126,NVR,554,CCTV-SYMC-RTC-11,1927,10.94.12.210,3,Dahua,Dahua-API,api,admin,admin@12345,rtsp://admin:admin@12345@10.80.168.126:554/cam/realmonitor?channel=3&subtype=0,rtsp://admin:admin@12345@10.80.168.126:554/cam/realmonitor?channel=3&subtype=1,,,,,,Error  H265 => H264,#N/A,,FALSE,FALSE,Error  H265 => H264
328,CM1-BS-060,NT,ชุมชนสะพานไม้ (2),13.817810,100.535970,CM1-BS-060-C04,ชุมชนสะพานไม้ (2)-CAM4,บางซื่อ,10.80.168.126,NVR,554,CCTV-SYMC-RTC-11,1928,10.94.12.210,4,Dahua,Dahua-API,api,admin,admin@12345,rtsp://admin:admin@12345@10.80.168.126:554/cam/realmonitor?channel=4&subtype=0,rtsp://admin:admin@12345@10.80.168.126:554/cam/realmonitor?channel=4&subtype=1,,,,,,Error  H265 => H264,#N/A,,FALSE,FALSE,Error  H265 => H264
329,CM1-BS-061,NT,ปากซอยรัชดาภิเษก 62,13.830690,100.537530,CM1-BS-061-C01,ปากซอยรัชดาภิเษก 62-CAM1,บางซื่อ,10.80.168.158,NVR,554,CCTV-SYMC-RTC-11,1929,10.94.12.210,1,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.80.168.158:554/Streaming/channels/101,rtsp://admin:12345@10.80.168.158:554/Streaming/channels/102,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
330,CM1-BS-061,NT,ปากซอยรัชดาภิเษก 62,13.830690,100.537530,CM1-BS-061-C02,ปากซอยรัชดาภิเษก 62-CAM2,บางซื่อ,10.80.168.158,NVR,554,CCTV-SYMC-RTC-11,1930,10.94.12.210,2,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.80.168.158:554/Streaming/channels/201,rtsp://admin:12345@10.80.168.158:554/Streaming/channels/202,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
331,CM1-BS-061,NT,ปากซอยรัชดาภิเษก 62,13.830690,100.537530,CM1-BS-061-C03,ปากซอยรัชดาภิเษก 62-CAM3,บางซื่อ,10.80.168.158,NVR,554,CCTV-SYMC-RTC-11,1931,10.94.12.210,3,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.80.168.158:554/Streaming/channels/301,rtsp://admin:12345@10.80.168.158:554/Streaming/channels/302,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
332,CM1-BS-061,NT,ปากซอยรัชดาภิเษก 62,13.830690,100.537530,CM1-BS-061-C04,ปากซอยรัชดาภิเษก 62-CAM4,บางซื่อ,10.80.168.158,NVR,554,CCTV-SYMC-RTC-11,1932,10.94.12.210,4,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.80.168.158:554/Streaming/channels/401,rtsp://admin:12345@10.80.168.158:554/Streaming/channels/402,,,,,,Error อื่นๆ,#N/A,,FALSE,FALSE,ปกติ
333,CM1-BS-062,NT,ซอยรัชดาภิเษก 62,13.835220,100.534550,CM1-BS-062-C01,ซอยรัชดาภิเษก 62-CAM1,บางซื่อ,10.80.168.190,NVR,554,CCTV-SYMC-RTC-11,1933,10.94.12.210,1,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.80.168.190:554/Streaming/channels/101,rtsp://admin:12345@10.80.168.190:554/Streaming/channels/102,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
334,CM1-BS-062,NT,ซอยรัชดาภิเษก 62,13.835220,100.534550,CM1-BS-062-C02,ซอยรัชดาภิเษก 62-CAM2,บางซื่อ,10.80.168.190,NVR,554,CCTV-SYMC-RTC-11,1934,10.94.12.210,2,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.80.168.190:554/Streaming/channels/201,rtsp://admin:12345@10.80.168.190:554/Streaming/channels/202,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
335,CM1-BS-062,NT,ซอยรัชดาภิเษก 62,13.835220,100.534550,CM1-BS-062-C03,ซอยรัชดาภิเษก 62-CAM3,บางซื่อ,10.80.168.190,NVR,554,CCTV-SYMC-RTC-11,1935,10.94.12.210,3,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.80.168.190:554/Streaming/channels/301,rtsp://admin:12345@10.80.168.190:554/Streaming/channels/302,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
336,CM1-BS-062,NT,ซอยรัชดาภิเษก 62,13.835220,100.534550,CM1-BS-062-C04,ซอยรัชดาภิเษก 62-CAM4,บางซื่อ,10.80.168.190,NVR,554,CCTV-SYMC-RTC-11,1936,10.94.12.210,4,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.80.168.190:554/Streaming/channels/401,rtsp://admin:12345@10.80.168.190:554/Streaming/channels/402,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
337,CM1-BS-063,NT,ชุมชนราชทรัพย์ (1),13.821719,100.531836,CM1-BS-063-C01,ชุมชนราชทรัพย์ (1)-CAM1,บางซื่อ,10.80.168.222,NVR,554,CCTV-SYMC-RTC-11,1937,10.94.12.210,1,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.80.168.222:554/Streaming/channels/101,rtsp://admin:12345@10.80.168.222:554/Streaming/channels/102,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
338,CM1-BS-063,NT,ชุมชนราชทรัพย์ (1),13.821719,100.531836,CM1-BS-063-C02,ชุมชนราชทรัพย์ (1)-CAM2,บางซื่อ,10.80.168.222,NVR,554,CCTV-SYMC-RTC-11,1938,10.94.12.210,2,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.80.168.222:554/Streaming/channels/201,rtsp://admin:12345@10.80.168.222:554/Streaming/channels/202,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
339,CM1-BS-063,NT,ชุมชนราชทรัพย์ (1),13.821719,100.531836,CM1-BS-063-C03,ชุมชนราชทรัพย์ (1)-CAM3,บางซื่อ,10.80.168.222,NVR,554,CCTV-SYMC-RTC-11,1939,10.94.12.210,3,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.80.168.222:554/Streaming/channels/301,rtsp://admin:12345@10.80.168.222:554/Streaming/channels/302,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
340,CM1-BS-063,NT,ชุมชนราชทรัพย์ (1),13.821719,100.531836,CM1-BS-063-C04,ชุมชนราชทรัพย์ (1)-CAM4,บางซื่อ,10.80.168.222,NVR,554,CCTV-SYMC-RTC-11,1940,10.94.12.210,4,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.80.168.222:554/Streaming/channels/401,rtsp://admin:12345@10.80.168.222:554/Streaming/channels/402,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
341,CM1-BS-064,NT,ปากซอยรัชดาภิเษก 64,13.815268,100.528549,CM1-BS-064-C01,ปากซอยรัชดาภิเษก 64-CAM1,บางซื่อ,10.80.168.254,NVR,554,CCTV-SYMC-RTC-11,1901,10.94.12.210,1,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.80.168.254:554/Streaming/channels/101,rtsp://admin:12345@10.80.168.254:554/Streaming/channels/102,,,,,,user หรือ password ผิด,#N/A,,FALSE,FALSE,user หรือ password ผิด
342,CM1-BS-064,NT,ปากซอยรัชดาภิเษก 64,13.815268,100.528549,CM1-BS-064-C02,ปากซอยรัชดาภิเษก 64-CAM2,บางซื่อ,10.80.168.254,NVR,554,CCTV-SYMC-RTC-11,1902,10.94.12.210,2,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.80.168.254:554/Streaming/channels/201,rtsp://admin:12345@10.80.168.254:554/Streaming/channels/202,,,,,,user หรือ password ผิด,#N/A,,FALSE,FALSE,user หรือ password ผิด
343,CM1-BS-064,NT,ปากซอยรัชดาภิเษก 64,13.815268,100.528549,CM1-BS-064-C03,ปากซอยรัชดาภิเษก 64-CAM3,บางซื่อ,10.80.168.254,NVR,554,CCTV-SYMC-RTC-11,1903,10.94.12.210,3,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.80.168.254:554/Streaming/channels/301,rtsp://admin:12345@10.80.168.254:554/Streaming/channels/302,,,,,,user หรือ password ผิด,#N/A,,FALSE,FALSE,user หรือ password ผิด
344,CM1-BS-064,NT,ปากซอยรัชดาภิเษก 64,13.815268,100.528549,CM1-BS-064-C04,ปากซอยรัชดาภิเษก 64-CAM4,บางซื่อ,10.80.168.254,NVR,554,CCTV-SYMC-RTC-11,1904,10.94.12.210,4,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.80.168.254:554/Streaming/channels/401,rtsp://admin:12345@10.80.168.254:554/Streaming/channels/402,,,,,,user หรือ password ผิด,#N/A,,FALSE,FALSE,user หรือ password ผิด
373,CM1-BS-065,NT,ซอยรัชดาภิเษก 64,13.832190,100.535800,CM1-BS-065-C01,ซอยรัชดาภิเษก 64-CAM1,บางซื่อ,10.80.169.30,NVR,554,CCTV-SYMC-RTC-11,1905,10.94.12.210,1,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.80.169.30:554/Streaming/channels/101,rtsp://admin:12345@10.80.169.30:554/Streaming/channels/102,,,,,,user หรือ password ผิด,#N/A,,FALSE,FALSE,user หรือ password ผิด
374,CM1-BS-065,NT,ซอยรัชดาภิเษก 64,13.832190,100.535800,CM1-BS-065-C02,ซอยรัชดาภิเษก 64-CAM2,บางซื่อ,10.80.169.30,NVR,554,CCTV-SYMC-RTC-11,1906,10.94.12.210,2,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.80.169.30:554/Streaming/channels/201,rtsp://admin:12345@10.80.169.30:554/Streaming/channels/202,,,,,,user หรือ password ผิด,#N/A,,FALSE,FALSE,user หรือ password ผิด
375,CM1-BS-065,NT,ซอยรัชดาภิเษก 64,13.832190,100.535800,CM1-BS-065-C03,ซอยรัชดาภิเษก 64-CAM3,บางซื่อ,10.80.169.30,NVR,554,CCTV-SYMC-RTC-11,1907,10.94.12.210,3,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.80.169.30:554/Streaming/channels/301,rtsp://admin:12345@10.80.169.30:554/Streaming/channels/302,,,,,,user หรือ password ผิด,#N/A,,FALSE,FALSE,user หรือ password ผิด
376,CM1-BS-065,NT,ซอยรัชดาภิเษก 64,13.832190,100.535800,CM1-BS-065-C04,ซอยรัชดาภิเษก 64-CAM4,บางซื่อ,10.80.169.30,NVR,554,CCTV-SYMC-RTC-11,1908,10.94.12.210,4,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.80.169.30:554/Streaming/channels/401,rtsp://admin:12345@10.80.169.30:554/Streaming/channels/402,,,,,,user หรือ password ผิด,#N/A,,FALSE,FALSE,user หรือ password ผิด
377,CM1-BS-066,NT,ซอยกรุงเทพฯ-นนทบุรี 56,13.832040,100.526420,CM1-BS-066-C01,ซอยกรุงเทพฯ-นนทบุรี 56-CAM1,บางซื่อ,10.80.169.62,NVR,554,CCTV-SYMC-RTC-11,1909,10.94.12.210,1,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.80.169.62:554/Streaming/channels/101,rtsp://admin:12345@10.80.169.62:554/Streaming/channels/102,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
378,CM1-BS-066,NT,ซอยกรุงเทพฯ-นนทบุรี 56,13.832040,100.526420,CM1-BS-066-C02,ซอยกรุงเทพฯ-นนทบุรี 56-CAM2,บางซื่อ,10.80.169.62,NVR,554,CCTV-SYMC-RTC-11,1910,10.94.12.210,2,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.80.169.62:554/Streaming/channels/201,rtsp://admin:12345@10.80.169.62:554/Streaming/channels/202,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
379,CM1-BS-066,NT,ซอยกรุงเทพฯ-นนทบุรี 56,13.832040,100.526420,CM1-BS-066-C03,ซอยกรุงเทพฯ-นนทบุรี 56-CAM3,บางซื่อ,10.80.169.62,NVR,554,CCTV-SYMC-RTC-11,1911,10.94.12.210,3,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.80.169.62:554/Streaming/channels/301,rtsp://admin:12345@10.80.169.62:554/Streaming/channels/302,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
380,CM1-BS-066,NT,ซอยกรุงเทพฯ-นนทบุรี 56,13.832040,100.526420,CM1-BS-066-C04,ซอยกรุงเทพฯ-นนทบุรี 56-CAM4,บางซื่อ,10.80.169.62,NVR,554,CCTV-SYMC-RTC-11,1912,10.94.12.210,4,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.80.169.62:554/Streaming/channels/401,rtsp://admin:12345@10.80.169.62:554/Streaming/channels/402,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
381,CM1-BS-067,NT,ชุมชนพัฒนาประชาราษฎร์ 30 (1),13.811450,100.521900,CM1-BS-067-C01,ชุมชนพัฒนาประชาราษฎร์ 30 (1)-CAM1,บางซื่อ,10.80.169.94,NVR,554,CCTV-SYMC-RTC-11,1913,10.94.12.210,1,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.80.169.94:554/Streaming/channels/101,rtsp://admin:12345@10.80.169.94:554/Streaming/channels/102,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
382,CM1-BS-067,NT,ชุมชนพัฒนาประชาราษฎร์ 30 (1),13.811450,100.521900,CM1-BS-067-C02,ชุมชนพัฒนาประชาราษฎร์ 30 (1)-CAM2,บางซื่อ,10.80.169.94,NVR,554,CCTV-SYMC-RTC-11,1914,10.94.12.210,2,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.80.169.94:554/Streaming/channels/201,rtsp://admin:12345@10.80.169.94:554/Streaming/channels/202,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
383,CM1-BS-067,NT,ชุมชนพัฒนาประชาราษฎร์ 30 (1),13.811450,100.521900,CM1-BS-067-C03,ชุมชนพัฒนาประชาราษฎร์ 30 (1)-CAM3,บางซื่อ,10.80.169.94,NVR,554,CCTV-SYMC-RTC-11,1915,10.94.12.210,3,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.80.169.94:554/Streaming/channels/301,rtsp://admin:12345@10.80.169.94:554/Streaming/channels/302,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
384,CM1-BS-067,NT,ชุมชนพัฒนาประชาราษฎร์ 30 (1),13.811450,100.521900,CM1-BS-067-C04,ชุมชนพัฒนาประชาราษฎร์ 30 (1)-CAM4,บางซื่อ,10.80.169.94,NVR,554,CCTV-SYMC-RTC-11,1916,10.94.12.210,4,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.80.169.94:554/Streaming/channels/401,rtsp://admin:12345@10.80.169.94:554/Streaming/channels/402,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
353,CM1-BS-068,NT,ชุมชนพัฒนาประชาราษฎร์ 30 (2),13.811850,100.524300,CM1-BS-068-C01,ชุมชนพัฒนาประชาราษฎร์ 30 (2)-CAM1,บางซื่อ,10.80.169.126,NVR,554,CCTV-SYMC-RTC-11,1917,10.94.12.210,1,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.80.169.126:554/Streaming/channels/101,rtsp://admin:12345@10.80.169.126:554/Streaming/channels/102,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
354,CM1-BS-068,NT,ชุมชนพัฒนาประชาราษฎร์ 30 (2),13.811850,100.524300,CM1-BS-068-C02,ชุมชนพัฒนาประชาราษฎร์ 30 (2)-CAM2,บางซื่อ,10.80.169.126,NVR,554,CCTV-SYMC-RTC-11,1918,10.94.12.210,2,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.80.169.126:554/Streaming/channels/201,rtsp://admin:12345@10.80.169.126:554/Streaming/channels/202,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
355,CM1-BS-068,NT,ชุมชนพัฒนาประชาราษฎร์ 30 (2),13.811850,100.524300,CM1-BS-068-C03,ชุมชนพัฒนาประชาราษฎร์ 30 (2)-CAM3,บางซื่อ,10.80.169.126,NVR,554,CCTV-SYMC-RTC-11,1919,10.94.12.210,3,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.80.169.126:554/Streaming/channels/301,rtsp://admin:12345@10.80.169.126:554/Streaming/channels/302,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
356,CM1-BS-068,NT,ชุมชนพัฒนาประชาราษฎร์ 30 (2),13.811850,100.524300,CM1-BS-068-C04,ชุมชนพัฒนาประชาราษฎร์ 30 (2)-CAM4,บางซื่อ,10.80.169.126,NVR,554,CCTV-SYMC-RTC-11,1920,10.94.12.210,4,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.80.169.126:554/Streaming/channels/401,rtsp://admin:12345@10.80.169.126:554/Streaming/channels/402,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
